Orthogroup	Brachy	Maize	Rice	Sorghum	Telongatum
OG0016354		MaizeLOC100280651	RiceLOC4337129	SorghumLOC8074766	GWHGABKY012103, GWHGABKY012107
OG0016355		MaizeLOC103639399, MaizeLOC103646034			GWHGABKY004430, GWHGABKY015125, GWHGABKY029990
OG0016356		MaizeLOC100274398, MaizeLOC100285687	RiceLOC4336571	SorghumLOC8055956	GWHGABKY010704
OG0016357		MaizeLOC100282731, MaizeLOC103641907		SorghumLOC8055941, SorghumLOC8056719	GWHGABKY010415
OG0016358		MaizeLOC103641868, MaizeLOC103646158	RiceLOC9269146	SorghumLOC8082869	GWHGABKY010203
OG0016359		MaizeLOC100276584, MaizeLOC103641842	RiceLOC4336385	SorghumLOC8064472	GWHGABKY010320
OG0016360		MaizeLOC103646387	RiceLOC4350472, RiceLOC4350473, RiceLOC9269030	SorghumLOC8065838	
OG0016361		MaizeLOC103641645, MaizeLOC103648643	RiceLOC107275769	SorghumLOC8060567, SorghumLOC8080297	
OG0016362		MaizeLOC100501835, MaizeLOC109944202		SorghumLOC110430403, SorghumLOC110432377, SorghumLOC110437404	
OG0016363		MaizeLOC103626014, MaizeLOC103646608	RiceLOC4333656	SorghumLOC8056752	GWHGABKY020008
OG0016364		MaizeLOC100273468, MaizeLOC100285397	RiceLOC4334930	SorghumLOC8065964	GWHGABKY006099
OG0016365		MaizeLOC103646909, MaizeLOC109944018, MaizeLOC109944019	RiceLOC4349870		GWHGABKY000066
OG0016366		MaizeLOC100127526	RiceLOC107276195	SorghumLOC8155369	GWHGABKY005793, GWHGABKY020630
OG0016367		MaizeLOC103630478, MaizeLOC103647143	RiceLOC107276824, RiceLOC107281577, RiceLOC112936637		
OG0016368		MaizeLOC103627879, MaizeLOC103628457, MaizeLOC103647339, MaizeLOC103649007			GWHGABKY005502
OG0016369		MaizeLOC100276710, MaizeLOC100278222	RiceLOC9267534	SorghumLOC8055495	GWHGABKY026534
OG0016370		MaizeLOC100275224, MaizeLOC100278853	RiceLOC4323928	SorghumLOC8062120	GWHGABKY016541
OG0016371		MaizeLOC100276222, MaizeLOC103636188, MaizeLOC109944323, MaizeLOC109944985		SorghumLOC8063426	
OG0016372		MaizeLOC103632446, MaizeLOC103647268	RiceLOC4347878	SorghumLOC8061689	GWHGABKY019922
OG0016373		MaizeLOC103647399, MaizeLOC109939237, MaizeLOC109945173		SorghumLOC8057916, SorghumLOC8082589	
OG0016374		MaizeLOC100193463	RiceLOC4347429	SorghumLOC8055871	GWHGABKY027809, GWHGABKY027813
OG0016375		MaizeLOC100193657, MaizeLOC103628057	RiceLOC4333288	SorghumLOC110430191, SorghumLOC8065645	
OG0016376		MaizeLOC103647735, MaizeLOC542279	RiceLOC4343515	SorghumLOC8081712	GWHGABKY008359
OG0016377		MaizeLOC100382154, MaizeLOC111590894	RiceLOC9267428	SorghumLOC8058379	GWHGABKY008033
OG0016378		MaizeLOC100191317, MaizeLOC100280219	RiceLOC4344253	SorghumLOC8078535	GWHGABKY007155
OG0016379		MaizeLOC103631975, MaizeLOC103648259	RiceLOC4342478	SorghumLOC110432417	GWHGABKY023781
OG0016380		MaizeLOC103649557	RiceLOC4326704	SorghumLOC8079481	GWHGABKY015026, GWHGABKY037792
OG0016381		MaizeLOC100381825, MaizeLOC103634777	RiceLOC4330920	SorghumLOC8079044	GWHGABKY035617
OG0016382		MaizeLOC100281498, MaizeLOC100284425	RiceLOC4326230	SorghumLOC8074481	GWHGABKY015335
OG0016383		MaizeLOC103650459		SorghumLOC8056728	GWHGABKY020053, GWHGABKY020054, GWHGABKY025527
OG0016384		MaizeLOC100280615, MaizeLOC100283794	RiceLOC4335442, RiceLOC9267350	SorghumLOC8064083	
OG0016385		MaizeLOC109943164, MaizeLOC109944846	RiceLOC4351614	SorghumLOC8076275	GWHGABKY026215
OG0016386		MaizeLOC103636248, MaizeLOC118476744	RiceLOC9266291	SorghumLOC8069823	GWHGABKY016549
OG0016387		MaizeLOC100383960, MaizeLOC103636223	RiceLOC4327824	SorghumLOC8059170	GWHGABKY016209
OG0016388		MaizeLOC542123, MaizeLOC542125	RiceLOC4327680	SorghumLOC8069770	GWHGABKY016223
OG0016389		MaizeLOC100217230, MaizeLOC103635405		SorghumLOC8054403, SorghumLOC8079297	GWHGABKY015898
OG0016390		MaizeLOC100191725, MaizeLOC100216696, MaizeLOC100278109		SorghumLOC8074954, SorghumLOC8075422	
OG0016391		MaizeLOC100278088	RiceLOC4349658, RiceLOC9267002	SorghumLOC8071444	GWHGABKY021256
OG0016392		MaizeLOC100276306	RiceLOC4350442, RiceLOC4350443	SorghumLOC8074847	GWHGABKY035293
OG0016393		MaizeLOC100192787, MaizeLOC103627042, MaizeLOC103655086, MaizeLOC118472060		SorghumLOC8059702	
OG0016394		MaizeLOC100272856	RiceLOC4344706	SorghumLOC8069627	GWHGABKY017583, GWHGABKY017584
OG0016395		MaizeLOC100217252, MaizeLOC100281962	RiceLOC4330329	SorghumLOC8076028	GWHGABKY034662
OG0016396		MaizeLOC100272406, MaizeLOC103653936	RiceLOC9267196	SorghumLOC8073895	GWHGABKY034713
OG0016397		MaizeLOC100282174	RiceLOC4345268	SorghumLOC8084454	GWHGABKY030545, GWHGABKY036719
OG0016398		MaizeLOC103654361	RiceLOC107279287	SorghumLOC8058553, SorghumLOC8058556, SorghumLOC8058558	
OG0016399		MaizeLOC109945919	RiceLOC107277906	SorghumLOC110430896, SorghumLOC110431082, SorghumLOC8070685	
OG0016400		MaizeLOC103654517	RiceLOC107275492, RiceLOC107276377, RiceLOC107279058	SorghumLOC8071948	
OG0016401		MaizeLOC103655899		SorghumLOC8074307, SorghumLOC8074308, SorghumLOC8079771, SorghumLOC8079778	
OG0016402		MaizeLOC100191610, MaizeLOC100192496	RiceLOC4328830, RiceLOC4341251	SorghumLOC8085576	
OG0016403		MaizeLOC100282106, MaizeLOC100304261	RiceLOC4328646	SorghumLOC8082916	GWHGABKY033766
OG0016404		MaizeLOC103638775, MaizeLOC103654847	RiceLOC112937857, RiceLOC112939439		GWHGABKY041737
OG0016405		MaizeLOC109945653		SorghumLOC110434665	GWHGABKY032479, GWHGABKY032480, GWHGABKY032481
OG0016406		MaizeLOC103626563, MaizeLOC103654950	RiceLOC4328173	SorghumLOC8055082	GWHGABKY032555
OG0016407		MaizeLOC100283046	RiceLOC9269222	SorghumLOC8080220	GWHGABKY030378, GWHGABKY030379
OG0016408		MaizeLOC103626147	RiceLOC4325529	SorghumLOC8079532, SorghumLOC8079533	GWHGABKY014972
OG0016409		MaizeLOC103626267	RiceLOC107276538	SorghumLOC8155493	GWHGABKY025354, GWHGABKY025359
OG0016410		MaizeLOC100127010	RiceLOC4325716, RiceLOC4341576	SorghumLOC8074150	GWHGABKY031405
OG0016411		MaizeLOC100276097	RiceLOC112937966	SorghumLOC8079434	GWHGABKY013373, GWHGABKY033659
OG0016412		MaizeLOC103627685		SorghumLOC8060808	GWHGABKY024163, GWHGABKY024653, GWHGABKY040139
OG0016413		MaizeLOC100284079, MaizeLOC109939189	RiceLOC4338272	SorghumLOC8074078	GWHGABKY001168
OG0016414		MaizeLOC100278564	RiceLOC112939043, RiceLOC4342803	SorghumLOC8068146	GWHGABKY000752
OG0016415		MaizeLOC100274142, MaizeLOC100274518, MaizeLOC100304441, MaizeLOC100502041		SorghumLOC8067358	
OG0016416		MaizeLOC103631021		SorghumLOC8067318, SorghumLOC8067319	GWHGABKY000460, GWHGABKY000462
OG0016417		MaizeLOC100191288	RiceLOC4337529	SorghumLOC8066582, SorghumLOC8072360, SorghumLOC8085044	
OG0016418		MaizeLOC118472294	RiceLOC112939012		GWHGABKY001885, GWHGABKY001886, GWHGABKY036424
OG0016419		MaizeLOC100278059, MaizeLOC103629472	RiceLOC4340119	SorghumLOC8068776, SorghumLOC8068780	
OG0016420		MaizeLOC100193659	RiceLOC4340181, RiceLOC9266623	SorghumLOC8069172	GWHGABKY038403
OG0016421		MaizeLOC103629520			GWHGABKY038411, GWHGABKY038412, GWHGABKY038439, GWHGABKY038442
OG0016422		MaizeLOC103629521, MaizeLOC103629522, MaizeLOC103629524, MaizeLOC118471933		SorghumLOC8071368	
OG0016423		MaizeLOC100192495, MaizeLOC103629646		SorghumLOC8062296, SorghumLOC8083196	GWHGABKY042568
OG0016424		MaizeLOC103629702, MaizeLOC103638716	RiceLOC4338405	SorghumLOC8058414	GWHGABKY043166
OG0016425		MaizeLOC541757, MaizeLOC732799	RiceLOC4340430		GWHGABKY023765, GWHGABKY039117
OG0016426		MaizeLOC100282881, MaizeLOC107436073	RiceLOC9268279	SorghumLOC8081286	GWHGABKY039268
OG0016427		MaizeLOC100272899, MaizeLOC103637993	RiceLOC107277545	SorghumLOC8065394	GWHGABKY038775
OG0016428		MaizeLOC100278974, MaizeLOC100278996		SorghumLOC110430620	GWHGABKY013199, GWHGABKY013200
OG0016429		MaizeLOC100274513		SorghumLOC8061786	GWHGABKY003483, GWHGABKY003485, GWHGABKY003486
OG0016430		MaizeLOC100273604		SorghumLOC8066506, SorghumLOC8066507, SorghumLOC8066509, SorghumLOC8085187	
OG0016431		MaizeLOC100276834, MaizeLOC103630676	RiceLOC4339482	SorghumLOC8061086	GWHGABKY004393
OG0016432		MaizeLOC103630762	RiceLOC4328676, RiceLOC4339684	SorghumLOC8083788	GWHGABKY005021
OG0016433		MaizeLOC109939192		SorghumLOC8060281, SorghumLOC8065306	GWHGABKY019209, GWHGABKY030595
OG0016434		MaizeLOC100283650, MaizeLOC100283855	RiceLOC4339815	SorghumLOC110430365	GWHGABKY005477
OG0016435		MaizeLOC100283882, MaizeLOC103632160, MaizeLOC103632161	RiceLOC107275639	SorghumLOC8069154	
OG0016436		MaizeLOC100285481	RiceLOC4342911	SorghumLOC8057275	GWHGABKY004920, GWHGABKY007071
OG0016437		MaizeLOC100193067	RiceLOC107276146, RiceLOC4343171, RiceLOC4345745, RiceLOC9266155		
OG0016438		MaizeLOC103643070	RiceLOC4346597	SorghumLOC8063460	GWHGABKY026812, GWHGABKY026815
OG0016439		MaizeLOC100282621, MaizeLOC100283416	RiceLOC4323935	SorghumLOC8071349	GWHGABKY014204
OG0016440		MaizeLOC100278645	RiceLOC107278161	SorghumLOC110430486, SorghumLOC8060637, SorghumLOC8081734	
OG0016441		MaizeLOC103633285	RiceLOC4343574	SorghumLOC110432957, SorghumLOC110433160	GWHGABKY008263
OG0016442		MaizeLOC103633335	RiceLOC107275741, RiceLOC4343698		GWHGABKY038085, GWHGABKY038089
OG0016443		MaizeLOC100285008	RiceLOC9266807	SorghumLOC8058358, SorghumLOC8058359	GWHGABKY008107
OG0016444		MaizeLOC103634403, MaizeLOC118473003	RiceLOC112937807	SorghumLOC8079349	GWHGABKY007698
OG0016445		MaizeLOC103633599	RiceLOC9267838	SorghumLOC8084978	GWHGABKY006843, GWHGABKY039575
OG0016446		MaizeLOC103634692, MaizeLOC103634693	RiceLOC4327908, RiceLOC4327909	SorghumLOC110434137	
OG0016447		MaizeLOC100283755, MaizeLOC103634831, MaizeLOC103634978	RiceLOC9270889	SorghumLOC8081397	
OG0016448		MaizeLOC100282151	RiceLOC4325316, RiceLOC4332994	SorghumLOC8061121	GWHGABKY018994
OG0016449		MaizeLOC100276236	RiceLOC112936017	SorghumLOC8076834	GWHGABKY002933, GWHGABKY019026
OG0016450		MaizeLOC100382019		SorghumLOC8058882, SorghumLOC8058883, SorghumLOC8072679, SorghumLOC8155536	
OG0016451		MaizeLOC103637401	RiceLOC112939007		GWHGABKY004919, GWHGABKY011852, GWHGABKY011855
OG0016452		MaizeLOC100382042	RiceLOC4325388	SorghumLOC8077382	GWHGABKY019101, GWHGABKY019110
OG0016453		MaizeLOC100280308	RiceLOC9270668	SorghumLOC8072570, SorghumLOC8072571, SorghumLOC8076159	
OG0016454		MaizeLOC109939155, MaizeLOC109942192	RiceLOC107276344, RiceLOC4341321, RiceLOC4341322		
OG0016455		MaizeLOC107275230	RiceLOC4340099, RiceLOC4340105	SorghumLOC8070728	GWHGABKY038098
OG0016456		MaizeLOC100282802	RiceLOC9267972	SorghumLOC8073030	GWHGABKY039835, GWHGABKY039837
OG0016457		MaizeLOC118473345	RiceLOC112937410, RiceLOC112937435		GWHGABKY003579, GWHGABKY037267
OG0016458		MaizeLOC100276794	RiceLOC4341253	SorghumLOC110430759, SorghumLOC8069230	GWHGABKY005203
OG0016459		MaizeLOC100275352	RiceLOC4341606	SorghumLOC110431380	GWHGABKY041650, GWHGABKY041651
OG0016460		MaizeLOC100381515	RiceLOC4352103	SorghumLOC8066330, SorghumLOC8067189, SorghumLOC8067255	
OG0016461		MaizeLOC100275758, MaizeLOC100275815, MaizeLOC103641414		SorghumLOC8080256	GWHGABKY027792
OG0016462		MaizeLOC100381832	RiceLOC4335177	SorghumLOC8083425	GWHGABKY006401, GWHGABKY006403
OG0016463		MaizeLOC107403155	RiceLOC107281256, RiceLOC112937811	SorghumLOC8082529	GWHGABKY011688
OG0016464			RiceLOC4326214, RiceLOC4326773, RiceLOC9267956	SorghumLOC8057574	GWHGABKY020839
OG0016465			RiceLOC4324022	SorghumLOC110430545	GWHGABKY000677, GWHGABKY005426, GWHGABKY020940
OG0016466			RiceLOC107276494, RiceLOC4325829	SorghumLOC8055147	GWHGABKY043968, GWHGABKY043969
OG0016467			RiceLOC4325249	SorghumLOC8077400	GWHGABKY019216, GWHGABKY019217, GWHGABKY019227
OG0016468			RiceLOC107275871, RiceLOC112937989	SorghumLOC8061296	GWHGABKY012154, GWHGABKY012156
OG0016469			RiceLOC107275957, RiceLOC4331604	SorghumLOC8059153	GWHGABKY011920, GWHGABKY012027
OG0016470			RiceLOC107276340, RiceLOC107278736, RiceLOC107280462, RiceLOC9269646	SorghumLOC110430967	
OG0016471			RiceLOC107275737, RiceLOC4334992	SorghumLOC8054175, SorghumLOC8058607	GWHGABKY042855
OG0016472			RiceLOC9271402	SorghumLOC8067781	GWHGABKY005600, GWHGABKY027940, GWHGABKY027942
OG0016473			RiceLOC112938680		GWHGABKY031314, GWHGABKY031315, GWHGABKY031316, GWHGABKY031945
OG0016474			RiceLOC4335515	SorghumLOC8073737, SorghumLOC8084255	GWHGABKY005351, GWHGABKY009762
OG0016475			RiceLOC107277931	SorghumLOC8076773, SorghumLOC8155638	GWHGABKY028731, GWHGABKY031155
OG0016476			RiceLOC107280525, RiceLOC107281061, RiceLOC4338239		GWHGABKY018120, GWHGABKY018123
OG0016477			RiceLOC4337669, RiceLOC9266870		GWHGABKY000890, GWHGABKY000898, GWHGABKY016987
OG0016478			RiceLOC107276913		GWHGABKY000650, GWHGABKY000651, GWHGABKY000653, GWHGABKY000654
OG0016479			RiceLOC9267036	SorghumLOC8054511, SorghumLOC8075311	GWHGABKY036374, GWHGABKY036376
OG0016480			RiceLOC107276420, RiceLOC107276604, RiceLOC107277167	SorghumLOC8085538	GWHGABKY043875
OG0016481			RiceLOC107281745, RiceLOC112939718, RiceLOC4343779	SorghumLOC110432219, SorghumLOC8058385	
OG0016482			RiceLOC4344142	SorghumLOC110433075	GWHGABKY007218, GWHGABKY007219, GWHGABKY007223
OG0016483			RiceLOC4344626, RiceLOC4351515	SorghumLOC110437001, SorghumLOC8067807, SorghumLOC8076536	
OG0016484			RiceLOC107277452, RiceLOC4346436, RiceLOC4346514	SorghumLOC8078278	GWHGABKY044093
OG0016485			RiceLOC4346703, RiceLOC4346704	SorghumLOC8071905, SorghumLOC8071910	GWHGABKY026895
OG0016486			RiceLOC107278846, RiceLOC4346817	SorghumLOC8054602, SorghumLOC8054604, SorghumLOC8055561	
OG0016487			RiceLOC107278924, RiceLOC112936382, RiceLOC9267887, RiceLOC9269550	SorghumLOC8055778	
OG0016488			RiceLOC107278055, RiceLOC4347210, RiceLOC4351587	SorghumLOC8081027	GWHGABKY006887
OG0016489			RiceLOC4347324	SorghumLOC8063732, SorghumLOC8063733, SorghumLOC8083255	GWHGABKY027609
OG0016490			RiceLOC107275988, RiceLOC112936358, RiceLOC4347756		GWHGABKY028722, GWHGABKY028725
OG0016491			RiceLOC107275909		GWHGABKY010576, GWHGABKY036799, GWHGABKY036800, GWHGABKY036802
OG0016492			RiceLOC4349547, RiceLOC4351256		GWHGABKY021340, GWHGABKY021341, GWHGABKY043288
OG0016493			RiceLOC112936842, RiceLOC4350847, RiceLOC4350852, RiceLOC9266319	SorghumLOC8066665	
OG0016494			RiceLOC112936807		GWHGABKY019788, GWHGABKY019798, GWHGABKY031694, GWHGABKY037514
OG0016495			RiceLOC107275932	SorghumLOC8079722	GWHGABKY037362, GWHGABKY037384, GWHGABKY037386
OG0016496			RiceLOC4352167	SorghumLOC110435611, SorghumLOC110435774, SorghumLOC8076752	GWHGABKY028625
OG0016497			RiceLOC107275748, RiceLOC107279668, RiceLOC4352195, RiceLOC4352198		GWHGABKY042291
OG0016498				SorghumLOC110433045, SorghumLOC8080469, SorghumLOC8080471, SorghumLOC8080748	GWHGABKY029899
OG0016499				SorghumLOC110437608, SorghumLOC8066105, SorghumLOC8073708, SorghumLOC8085670	GWHGABKY016865
OG0016500				SorghumLOC8059082, SorghumLOC8062341, SorghumLOC8073061, SorghumLOC8073854, SorghumLOC8074666	
OG0016501				SorghumLOC8083434	GWHGABKY006287, GWHGABKY006288, GWHGABKY006289, GWHGABKY006290
OG0016502					GWHGABKY004249, GWHGABKY029499, GWHGABKY039618, GWHGABKY041615, GWHGABKY043145
OG0016503					GWHGABKY018326, GWHGABKY026202, GWHGABKY026203, GWHGABKY035561, GWHGABKY041647
OG0016504					GWHGABKY023171, GWHGABKY023172, GWHGABKY023173, GWHGABKY023174, GWHGABKY038297
OG0016505					GWHGABKY025262, GWHGABKY025263, GWHGABKY025264, GWHGABKY025301, GWHGABKY025302
OG0016506	BrachyLOC100836696	MaizeLOC103644347	RiceLOC4334880	SorghumLOC8060694	
OG0016507	BrachyLOC100844753		RiceLOC4334878		GWHGABKY014648, GWHGABKY031237
OG0016508	BrachyLOC100825655		RiceLOC9266050	SorghumLOC8059250	GWHGABKY031124
OG0016509	BrachyLOC100844316		RiceLOC4351406, RiceLOC9271663		GWHGABKY031111
OG0016510	BrachyLOC100845846	MaizeLOC100283460	RiceLOC4334831	SorghumLOC8060845	
OG0016511	BrachyLOC100842093	MaizeLOC100281132	RiceLOC4334811	SorghumLOC8060858	
OG0016512	BrachyLOC100827719	MaizeLOC100272888	RiceLOC4334805	SorghumLOC8061402	
OG0016513	BrachyLOC100828638		RiceLOC9269595	SorghumLOC8061405	GWHGABKY030956
OG0016514	BrachyLOC100836116	MaizeLOC100193616	RiceLOC4334799	SorghumLOC8060868	
OG0016515	BrachyLOC104583610		RiceLOC9267959		GWHGABKY030788, GWHGABKY042616
OG0016516	BrachyLOC100825794	MaizeLOC103655927, MaizeLOC541696	RiceLOC4334738		
OG0016517	BrachyLOC100840261		RiceLOC4334735	SorghumLOC8066038	GWHGABKY030693
OG0016518	BrachyLOC100834472		RiceLOC4334717	SorghumLOC8080180	GWHGABKY030611
OG0016519	BrachyLOC100822411	MaizeLOC100193261, MaizeLOC100279087		SorghumLOC110431723	
OG0016520	BrachyLOC100828236		RiceLOC4334665	SorghumLOC8079669	GWHGABKY030452
OG0016521	BrachyLOC100830053, BrachyLOC100833739, BrachyLOC100843811				GWHGABKY030434
OG0016522	BrachyLOC104581499		RiceLOC9270824	SorghumLOC8079694	GWHGABKY030412
OG0016523	BrachyLOC104581937, BrachyLOC112269979, BrachyLOC112270696, BrachyLOC112272051				
OG0016524	BrachyLOC100825698	MaizeLOC100277946		SorghumLOC8054525	GWHGABKY030335
OG0016525	BrachyLOC104581525	MaizeLOC103644259	RiceLOC4334613	SorghumLOC8057039	
OG0016526	BrachyLOC100839556			SorghumLOC8057375	GWHGABKY030213, GWHGABKY030214
OG0016527	BrachyLOC100834085	MaizeLOC100382617	RiceLOC4334564	SorghumLOC8057387	
OG0016528	BrachyLOC100843205		RiceLOC107277774	SorghumLOC8057080	GWHGABKY030110
OG0016529	BrachyLOC100824126, BrachyLOC104583893		RiceLOC107277813		GWHGABKY029970
OG0016530	BrachyLOC100828736		RiceLOC9269467	SorghumLOC8081228	GWHGABKY029892
OG0016531	BrachyLOC100830872	MaizeLOC100281812		SorghumLOC8081238	GWHGABKY029829
OG0016532	BrachyLOC100834658		RiceLOC4334441	SorghumLOC8081242	GWHGABKY029811
OG0016533	BrachyLOC100821432		RiceLOC4334434	SorghumLOC8061164	GWHGABKY029789
OG0016534	BrachyLOC100844201	MaizeLOC103644171	RiceLOC4334410	SorghumLOC8061177	
OG0016535	BrachyLOC100826170	MaizeLOC100284409	RiceLOC4334356	SorghumLOC8083912	
OG0016536	BrachyLOC100829532		RiceLOC4334343	SorghumLOC110432040	GWHGABKY029568
OG0016537	BrachyLOC100829955	MaizeLOC100276899, MaizeLOC118476183	RiceLOC9268099		
OG0016538	BrachyLOC100833216		RiceLOC4334299		GWHGABKY029462, GWHGABKY029468
OG0016539	BrachyLOC100839033	MaizeLOC103644106	RiceLOC4334298	SorghumLOC8083938	
OG0016540	BrachyLOC100831682, BrachyLOC100838516				GWHGABKY029433, GWHGABKY029440
OG0016541	BrachyLOC100835979	MaizeLOC103644088	RiceLOC4334283		GWHGABKY029425
OG0016542	BrachyLOC100832589	MaizeLOC606458		SorghumLOC8084184	GWHGABKY029397
OG0016543	BrachyLOC104581898	MaizeLOC100273580	RiceLOC4334231		GWHGABKY029368
OG0016544	BrachyLOC100822483	MaizeLOC100193188	RiceLOC4334206	SorghumLOC8083977	
OG0016545	BrachyLOC104581967	MaizeLOC103645621	RiceLOC107276591	SorghumLOC8085916	
OG0016546	BrachyLOC112270144	MaizeLOC100383681	RiceLOC4334163		GWHGABKY013840
OG0016547	BrachyLOC100830257	MaizeLOC103644020		SorghumLOC8086227	GWHGABKY029248
OG0016548	BrachyLOC100824541	MaizeLOC103625883		SorghumLOC8086248	GWHGABKY029198
OG0016549	BrachyLOC100824850	MaizeLOC100276954	RiceLOC4334109		GWHGABKY029186
OG0016550	BrachyLOC100828237	MaizeLOC100277883		SorghumLOC8085944	GWHGABKY029165
OG0016551	BrachyLOC100828837	MaizeLOC100502439	RiceLOC4334088	SorghumLOC8060480	
OG0016552	BrachyLOC100831287	MaizeLOC103652996	RiceLOC4350254	SorghumLOC8085150	
OG0016553	BrachyLOC100820850	MaizeLOC100281044	RiceLOC9266678	SorghumLOC8060485	
OG0016554	BrachyLOC100845947		RiceLOC4334058	SorghumLOC8060493	GWHGABKY029101
OG0016555	BrachyLOC100833740		RiceLOC107277107	SorghumLOC8060499	GWHGABKY029094
OG0016556	BrachyLOC100834051		RiceLOC4334054	SorghumLOC8085968	GWHGABKY029092
OG0016557	BrachyLOC100842286		RiceLOC4333991	SorghumLOC8060534	GWHGABKY020493
OG0016558	BrachyLOC104582523	MaizeLOC100274767		SorghumLOC8060547	GWHGABKY020453
OG0016559	BrachyLOC100821050	MaizeLOC100276750	RiceLOC9271618	SorghumLOC8063352	
OG0016560	BrachyLOC100824436	MaizeLOC100283104	RiceLOC4333923	SorghumLOC8059999	
OG0016561	BrachyLOC100832284		RiceLOC9268354	SorghumLOC8062927	GWHGABKY020309
OG0016562	BrachyLOC100824554		RiceLOC4333888	SorghumLOC8063391	GWHGABKY020340
OG0016563	BrachyLOC100839253	MaizeLOC103643860	RiceLOC9266869	SorghumLOC8062943	
OG0016564	BrachyLOC112269855	MaizeLOC100276422, MaizeLOC100277538	RiceLOC9268583		
OG0016565	BrachyLOC100839864	MaizeLOC103625967		SorghumLOC8062945	GWHGABKY020252
OG0016566	BrachyLOC100840163	MaizeLOC100278309		SorghumLOC8063416	GWHGABKY020251
OG0016567	BrachyLOC100844122	MaizeLOC103643840		SorghumLOC8062958	GWHGABKY020221
OG0016568	BrachyLOC100844416		RiceLOC112938258	SorghumLOC8054137, SorghumLOC8062962	
OG0016569	BrachyLOC100829646	MaizeLOC542080	RiceLOC9270221	SorghumLOC8056718	
OG0016570	BrachyLOC100831181		RiceLOC4333710	SorghumLOC8054181	GWHGABKY020061
OG0016571	BrachyLOC104582728	MaizeLOC103625991		SorghumLOC8054182	GWHGABKY020060
OG0016572	BrachyLOC100831782		RiceLOC9272516	SorghumLOC8056547	GWHGABKY024787
OG0016573	BrachyLOC100837014		RiceLOC4333679	SorghumLOC8056741	GWHGABKY020024
OG0016574	BrachyLOC100840361	MaizeLOC732801		SorghumLOC8057192	GWHGABKY020002
OG0016575	BrachyLOC100841276		RiceLOC9270842	SorghumLOC8068113	GWHGABKY025719
OG0016576	BrachyLOC104581990	MaizeLOC103626029	RiceLOC9270178	SorghumLOC8056770	
OG0016577	BrachyLOC104582790		RiceLOC4324546		GWHGABKY019134, GWHGABKY019137
OG0016578	BrachyLOC104582793		RiceLOC107280215	SorghumLOC110431541	GWHGABKY037826
OG0016579	BrachyLOC100845761	MaizeLOC100277402		SorghumLOC8057219	GWHGABKY019936
OG0016580	BrachyLOC100846653	MaizeLOC100285193		SorghumLOC8056784	GWHGABKY019935
OG0016581	BrachyLOC100821373	MaizeLOC100271891	RiceLOC4333586		GWHGABKY028986
OG0016582	BrachyLOC100843285, BrachyLOC106865803, BrachyLOC106866907				GWHGABKY032750
OG0016583	BrachyLOC106865798	MaizeLOC100276638		SorghumLOC8062229	GWHGABKY029056
OG0016584	BrachyLOC100829437	MaizeLOC103643350	RiceLOC4333240	SorghumLOC8065671	
OG0016585	BrachyLOC100839173		RiceLOC107276234	SorghumLOC8062242	GWHGABKY029072
OG0016586	BrachyLOC100835299	MaizeLOC103643714		SorghumLOC8062474	GWHGABKY029078
OG0016587	BrachyLOC100844646	MaizeLOC100280700		SorghumLOC8062248	GWHGABKY020589
OG0016588	BrachyLOC100835584		RiceLOC107275904, RiceLOC4345275		GWHGABKY029735
OG0016589	BrachyLOC100838948		RiceLOC4333457	SorghumLOC8064490	GWHGABKY020716
OG0016590	BrachyLOC100835500	MaizeLOC100285753	RiceLOC9272037		GWHGABKY020675
OG0016591	BrachyLOC100845032	MaizeLOC103645450		SorghumLOC8064526	GWHGABKY027201
OG0016592	BrachyLOC104583009	MaizeLOC100276051	RiceLOC4333361	SorghumLOC8062992	
OG0016593	BrachyLOC112270873	MaizeLOC100285131	RiceLOC4333295	SorghumLOC8065640	
OG0016594	BrachyLOC100827826		RiceLOC4333292	SorghumLOC8063028	GWHGABKY004395
OG0016595	BrachyLOC100825886	MaizeLOC103626085		SorghumLOC8065648	GWHGABKY023496
OG0016596	BrachyLOC100831184	MaizeLOC100502215		SorghumLOC8066273	GWHGABKY021657
OG0016597	BrachyLOC100834991	MaizeLOC100278355		SorghumLOC8066268	GWHGABKY021579
OG0016598	BrachyLOC100838062		RiceLOC4344400	SorghumLOC8077533	GWHGABKY006713
OG0016599	BrachyLOC100826704		RiceLOC4344309	SorghumLOC8078570	GWHGABKY007026
OG0016600	BrachyLOC104582014		RiceLOC107278351	SorghumLOC8074446	GWHGABKY007068
OG0016601	BrachyLOC100833633	MaizeLOC100273533		SorghumLOC8078559	GWHGABKY007082
OG0016602	BrachyLOC100830182, BrachyLOC100837536			SorghumLOC8078555	GWHGABKY007093
OG0016603	BrachyLOC100836087	MaizeLOC103633555		SorghumLOC8074441	GWHGABKY007101
OG0016604	BrachyLOC100835302		RiceLOC4344254	SorghumLOC8074431	GWHGABKY007149
OG0016605	BrachyLOC100839043	MaizeLOC103633549	RiceLOC4344247		GWHGABKY007175
OG0016606	BrachyLOC100833752, BrachyLOC100839488				GWHGABKY007182, GWHGABKY042799
OG0016607	BrachyLOC100842291		RiceLOC4344238	SorghumLOC8078524	GWHGABKY007186
OG0016608	BrachyLOC100823656	MaizeLOC100282914	RiceLOC4344184	SorghumLOC8072264	
